GRP,WBEING,HRS,LEAD
59.0,1.3888888889,10.0,3.0
59.0,3.6666666667,12.0,3.0909090909
59.0,1.5555555556,12.0,3.0
60.0,2.5882352941,16.0,4.0
60.0,2.8333333333,14.0,3.0909090909
60.0,0.8333333333,12.0,2.9090909091
60.0,4.0,16.0,3.6666666667
60.0,1.7777777778,12.0,2.3636363636
60.0,1.7777777778,13.0,2.4545454545
60.0,3.1111111111,12.0,3.1818181818
60.0,3.0,12.0,3.5454545455
60.0,3.3333333333,13.0,2.6666666667
60.0,2.8888888889,14.0,3.0
60.0,1.0588235294,12.0,1.2727272727
60.0,2.8333333333,12.0,4.2727272727
60.0,2.8333333333,12.0,3.6363636364
60.0,3.8888888889,12.0,3.7272727273
60.0,1.0,10.0,3.3636363636
60.0,2.8333333333,12.0,3.9090909091
60.0,2.7777777778,12.0,3.2727272727
60.0,3.1666666667,13.0,4.6363636364
60.0,1.3888888889,12.0,3.6363636364
60.0,1.0,12.0,1.9090909091
60.0,2.8888888889,10.0,3.6363636364
60.0,2.9444444444,13.0,2.6363636364
60.0,2.2352941176,14.0,2.6666666667
60.0,1.9444444444,12.0,1.8181818182
60.0,3.4444444444,12.0,3.0
60.0,2.3888888889,12.0,3.1818181818
60.0,0.3888888889,18.0,2.7272727273
60.0,2.0,12.0,3.0909090909
60.0,2.5555555556,13.0,2.8181818182
60.0,1.2777777778,12.0,3.0
60.0,3.0,13.0,3.2222222222
60.0,3.2222222222,12.0,3.3333333333
60.0,2.1111111111,13.0,3.9090909091
60.0,1.0,12.0,3.7272727273
60.0,0.2222222222,13.0,3.1818181818
60.0,4.3333333333,12.0,3.6363636364
60.0,1.7777777778,16.0,3.3333333333
60.0,4.2777777778,12.0,4.2727272727
60.0,2.3888888889,12.0,3.3636363636
60.0,3.3333333333,12.0,3.0909090909
60.0,3.5555555556,12.0,3.4545454545
60.0,4.6666666667,12.0,4.4545454545
60.0,3.8235294118,15.0,4.2727272727
60.0,3.6666666667,12.0,4.0
60.0,2.8888888889,12.0,3.7272727273
60.0,3.8888888889,12.0,3.7272727273
60.0,3.2222222222,12.0,3.1818181818
60.0,3.0,14.0,3.3333333333
60.0,3.7222222222,14.0,3.9090909091
60.0,4.4444444444,9.0,4.0
60.0,2.0555555556,16.0,2.4545454545
60.0,2.3888888889,12.0,3.3636363636
60.0,1.6666666667,13.0,3.0
60.0,2.1111111111,11.0,2.4545454545
60.0,3.1666666667,11.0,3.4545454545
60.0,2.8888888889,10.0,3.7272727273
60.0,3.0,12.0,3.7272727273
60.0,2.9444444444,12.0,2.8181818182
60.0,1.3888888889,11.0,2.7272727273
60.0,1.9444444444,14.0,1.7272727273
60.0,4.2777777778,14.0,3.9
60.0,1.5,9.0,2.3333333333
60.0,0.0,13.0,1.0
60.0,3.9444444444,12.0,3.7272727273
60.0,1.8235294118,12.0,3.6666666667
60.0,2.6111111111,13.0,2.4545454545
60.0,2.8333333333,12.0,3.0
60.0,4.2222222222,12.0,3.8181818182
60.0,1.8888888889,13.0,3.3636363636
60.0,1.9444444444,12.0,3.3636363636
60.0,3.5,12.0,4.6363636364
60.0,1.7647058824,13.0,3.0
60.0,4.5555555556,10.0,4.2727272727
60.0,3.3333333333,12.0,3.9090909091
60.0,3.0555555556,10.0,3.5
60.0,2.8333333333,12.0,1.1818181818
60.0,3.9444444444,12.0,3.7272727273
60.0,3.4444444444,11.0,3.8
60.0,3.1111111111,14.0,2.5
60.0,3.0,14.0,3.3333333333
60.0,3.8888888889,15.0,3.9090909091
60.0,3.5555555556,15.0,3.1666666667
60.0,0.7777777778,10.0,2.7272727273
60.0,4.0555555556,10.0,4.6666666667
60.0,2.0555555556,12.0,3.3636363636
60.0,0.5555555556,12.0,1.3636363636
60.0,2.7222222222,12.0,3.2727272727
60.0,3.3333333333,10.0,4.6363636364
60.0,1.0555555556,16.0,3.0909090909
60.0,0.5555555556,14.0,1.4444444444
60.0,3.2222222222,17.0,3.1666666667
60.0,1.7222222222,11.0,4.1818181818
60.0,3.2777777778,12.0,3.0
60.0,2.1666666667,12.0,3.3333333333
61.0,3.1666666667,12.0,2.6666666667
61.0,3.7777777778,11.0,2.1818181818
61.0,3.1666666667,10.0,2.1818181818
61.0,4.0555555556,12.0,3.6666666667
61.0,2.4444444444,14.0,2.1818181818
61.0,1.1666666667,12.0,1.4545454545
61.0,3.2777777778,12.0,2.2727272727
61.0,3.0555555556,9.0,2.6363636364
61.0,2.7777777778,12.0,2.8181818182
61.0,2.4444444444,12.0,3.0
61.0,2.7222222222,10.0,2.5454545455
61.0,3.7777777778,11.0,3.0
61.0,2.8888888889,12.0,2.5454545455
61.0,3.8333333333,11.0,3.3636363636
61.0,1.7777777778,5.0,2.2727272727
61.0,2.6666666667,12.0,3.0
61.0,2.3888888889,12.0,1.7272727273
61.0,2.9444444444,16.0,2.5
61.0,2.7222222222,11.0,3.0909090909
61.0,1.0555555556,11.0,3.3636363636
61.0,3.6111111111,12.0,3.1818181818
61.0,2.3333333333,8.0,2.7272727273
61.0,2.6111111111,11.0,2.3636363636
61.0,2.8888888889,11.0,3.4545454545
61.0,2.5555555556,11.0,2.5
61.0,0.6111111111,11.0,3.7272727273
61.0,1.1666666667,14.0,2.0
61.0,2.8333333333,10.0,3.0909090909
61.0,1.6666666667,10.0,2.1666666667
61.0,2.5555555556,11.0,2.0
61.0,2.2777777778,11.0,3.0
61.0,3.2777777778,11.0,2.6666666667
61.0,2.7222222222,13.0,2.7272727273
61.0,2.7222222222,14.0,2.3333333333
61.0,1.4444444444,13.0,1.6666666667
61.0,3.1764705882,14.0,2.2
61.0,3.1111111111,12.0,2.1666666667
61.0,3.4444444444,12.0,3.3636363636
61.0,3.6666666667,8.0,2.6363636364
61.0,1.8333333333,10.0,3.1818181818
61.0,1.4444444444,12.0,2.1818181818
61.0,3.1666666667,24.0,1.6666666667
61.0,2.4444444444,12.0,2.5
61.0,2.2352941176,11.0,1.1818181818
61.0,2.2777777778,20.0,3.0
61.0,1.4444444444,11.0,1.5
61.0,2.2941176471,11.0,3.0
61.0,2.1111111111,14.0,2.0909090909
61.0,3.1111111111,10.0,3.1818181818
61.0,3.8888888889,10.0,3.5
61.0,3.1666666667,12.0,1.9090909091
61.0,2.6666666667,11.0,3.2727272727
62.0,2.5,14.0,4.8181818182
62.0,4.7777777778,13.0,3.5
62.0,1.5,11.0,2.0909090909
62.0,1.6111111111,11.0,2.6363636364
62.0,3.1111111111,10.0,2.2727272727
62.0,4.6111111111,16.0,3.8181818182
62.0,2.1666666667,14.0,1.0909090909
62.0,0.5,18.0,1.0
62.0,1.8333333333,18.0,3.4545454545
62.0,2.5555555556,11.0,3.0909090909
62.0,3.0555555556,11.0,3.6363636364
62.0,2.7647058824,8.0,3.0
62.0,1.4444444444,10.0,2.2727272727
62.0,0.2222222222,12.0,2.2727272727
62.0,4.2222222222,16.0,4.2
62.0,1.8333333333,18.0,2.4545454545
62.0,3.5555555556,18.0,4.0
62.0,2.2222222222,12.0,3.8181818182
62.0,3.0555555556,23.0,2.6363636364
62.0,0.2941176471,24.0,1.7272727273
62.0,2.9444444444,14.0,2.6666666667
62.0,1.9444444444,12.0,4.2727272727
62.0,2.7777777778,14.0,3.0
62.0,2.9444444444,14.0,3.1818181818
62.0,3.6666666667,12.0,3.4545454545
62.0,1.4444444444,12.0,2.9090909091
62.0,1.8888888889,18.0,1.2727272727
62.0,2.1666666667,14.0,1.8333333333
62.0,0.6111111111,15.0,2.0
62.0,4.3888888889,12.0,3.1666666667
62.0,0.4444444444,2.0,2.8333333333
62.0,1.8888888889,14.0,1.8333333333
62.0,2.4444444444,13.0,2.3333333333
62.0,3.7222222222,14.0,3.6666666667
62.0,2.2777777778,14.0,3.0909090909
62.0,3.3888888889,14.0,3.0
62.0,3.7777777778,14.0,3.8181818182
62.0,3.5,14.0,3.3636363636
62.0,1.2222222222,15.0,1.6363636364
62.0,1.5,12.0,2.8181818182
62.0,1.6666666667,18.0,3.1818181818
62.0,1.5,12.0,1.8181818182
62.0,2.8888888889,11.0,4.3636363636
62.0,3.4444444444,15.0,3.4545454545
62.0,2.1111111111,16.0,2.0
62.0,2.8888888889,14.0,2.0
62.0,3.2222222222,13.0,2.9090909091
62.0,1.4444444444,14.0,2.3636363636
62.0,2.0,12.0,2.9090909091
62.0,1.0555555556,14.0,1.6666666667
62.0,1.3333333333,7.0,3.0909090909
62.0,1.5,7.0,2.1111111111
62.0,0.7647058824,12.0,2.7272727273
62.0,2.3888888889,10.0,2.0909090909
62.0,3.6111111111,13.0,3.8181818182
62.0,1.3888888889,15.0,1.1818181818
62.0,2.1111111111,12.0,2.8181818182
62.0,1.9444444444,15.0,4.3636363636
62.0,2.9444444444,15.0,2.5454545455
62.0,1.1666666667,12.0,3.1818181818
62.0,2.3333333333,11.0,2.6363636364
62.0,2.0555555556,14.0,1.3636363636
62.0,2.7777777778,9.0,3.4545454545
62.0,2.7777777778,12.0,3.0
62.0,1.3888888889,13.0,3.3636363636
62.0,3.0555555556,11.0,2.6363636364
62.0,3.2941176471,12.0,3.1818181818
62.0,3.8333333333,12.0,2.4545454545
62.0,3.7222222222,12.0,3.9090909091
62.0,2.2222222222,12.0,2.4545454545
62.0,1.9444444444,12.0,2.5454545455
62.0,2.7777777778,11.0,2.7272727273
62.0,0.7222222222,10.0,1.7272727273
62.0,2.6666666667,12.0,2.8181818182
62.0,3.0555555556,14.0,3.0909090909
62.0,2.7222222222,12.0,3.2727272727
62.0,4.5555555556,10.0,3.8181818182
62.0,3.1111111111,12.0,3.0909090909
62.0,1.3333333333,10.0,3.6363636364
62.0,2.7777777778,14.0,3.7272727273
62.0,0.4444444444,12.0,1.5454545455
62.0,2.5,11.0,3.0909090909
62.0,3.3888888889,12.0,3.7272727273
62.0,0.6111111111,12.0,2.4545454545
62.0,4.1666666667,13.0,4.4545454545
62.0,4.1111111111,12.0,3.6363636364
62.0,2.5,13.0,2.6363636364
62.0,3.1666666667,18.0,3.2727272727
62.0,4.2222222222,12.0,2.1818181818
62.0,2.7777777778,12.0,3.0
62.0,3.7647058824,12.0,2.5454545455
62.0,3.5555555556,12.0,3.8181818182
62.0,0.3333333333,12.0,1.0
62.0,2.7777777778,14.0,2.9090909091
62.0,2.7222222222,14.0,1.9090909091
62.0,1.0555555556,17.0,2.0909090909
62.0,2.3333333333,17.0,1.7272727273
62.0,2.5,13.0,2.4545454545
62.0,4.0555555556,11.0,3.6363636364
62.0,3.5,10.0,3.4545454545
62.0,3.1176470588,14.0,3.8181818182
63.0,1.8888888889,10.0,1.9090909091
63.0,2.7222222222,12.0,3.0909090909
63.0,1.0,11.0,2.7272727273
63.0,2.2777777778,12.0,2.3333333333
63.0,2.0,10.0,3.1818181818
63.0,2.4444444444,12.0,2.8333333333
63.0,0.7777777778,11.0,1.6363636364
63.0,2.1666666667,14.0,1.9090909091
63.0,1.8333333333,12.0,2.9090909091
63.0,4.1666666667,9.0,2.1818181818
63.0,2.4444444444,15.0,4.0
63.0,3.9444444444,12.0,3.6
63.0,2.9444444444,12.0,1.6363636364
63.0,3.6111111111,12.0,3.0909090909
63.0,2.0555555556,12.0,3.1666666667
63.0,2.4117647059,14.0,2.3333333333
63.0,4.2222222222,10.0,4.0
63.0,1.9444444444,12.0,3.0
63.0,1.8888888889,12.0,4.3333333333
63.0,2.3333333333,13.0,2.1818181818
63.0,2.0,11.0,3.0909090909
63.0,4.3333333333,12.0,4.0
63.0,3.3888888889,9.0,1.1818181818
63.0,3.7222222222,11.0,2.2727272727
63.0,2.0555555556,12.0,2.4545454545
63.0,2.0588235294,11.0,3.1818181818
63.0,2.0555555556,18.0,3.5
63.0,2.3888888889,12.0,2.5454545455
63.0,3.0,11.0,2.1818181818
63.0,2.3333333333,9.0,2.8181818182
63.0,2.1111111111,11.0,2.7272727273
63.0,2.9444444444,12.0,3.9090909091
63.0,3.6111111111,11.0,3.0909090909
63.0,0.5,11.0,2.1818181818
63.0,2.8888888889,9.0,2.6363636364
63.0,1.3888888889,12.0,2.1818181818
63.0,2.9444444444,12.0,3.4545454545
63.0,2.5,12.0,2.3636363636
63.0,3.6666666667,10.0,3.2727272727
63.0,2.3333333333,11.0,3.2727272727
63.0,3.2222222222,11.0,2.6363636364
63.0,0.7222222222,13.0,2.0909090909
63.0,3.7777777778,11.0,3.4545454545
63.0,3.4444444444,10.0,2.9090909091
63.0,2.3333333333,12.0,2.6666666667
63.0,3.5,12.0,3.6363636364
63.0,2.6923076923,11.0,1.5454545455
63.0,2.9444444444,11.0,3.8181818182
63.0,2.2777777778,7.0,3.0909090909
63.0,3.2777777778,12.0,3.5454545455
64.0,3.3333333333,12.0,4.1818181818
64.0,3.2777777778,9.0,3.7272727273
64.0,1.6666666667,11.0,2.0909090909
64.0,2.1111111111,12.0,3.3333333333
64.0,1.5,13.0,1.6363636364
64.0,3.1111111111,12.0,3.9090909091
64.0,2.3333333333,12.0,3.6
64.0,2.4444444444,13.0,1.5454545455
64.0,1.9444444444,12.0,3.1818181818
64.0,3.2222222222,12.0,3.1818181818
64.0,2.5555555556,11.0,3.2727272727
64.0,3.8888888889,15.0,3.2
64.0,0.8888888889,18.0,3.4545454545
64.0,3.3333333333,15.0,3.6666666667
64.0,1.5555555556,12.0,2.0
64.0,3.2941176471,11.0,4.1818181818
64.0,4.2777777778,10.0,4.0909090909
64.0,4.6111111111,9.0,4.2727272727
64.0,4.3333333333,12.0,3.3636363636
64.0,2.0555555556,12.0,3.0
64.0,3.1666666667,17.0,4.0
64.0,1.5555555556,8.0,3.0
64.0,2.7222222222,12.0,3.9090909091
64.0,2.3888888889,12.0,2.5454545455
64.0,2.8333333333,12.0,3.8181818182
64.0,2.8333333333,11.0,3.3636363636
64.0,3.1666666667,12.0,3.5
64.0,3.9444444444,14.0,3.0
64.0,2.6666666667,15.0,4.0
64.0,2.3888888889,12.0,3.7272727273
64.0,3.7222222222,11.0,2.3333333333
64.0,2.8888888889,12.0,3.4545454545
64.0,1.8888888889,14.0,2.1666666667
64.0,3.1666666667,12.0,3.0909090909
64.0,2.0555555556,11.0,3.5454545455
64.0,3.1111111111,12.0,3.4545454545
64.0,3.3888888889,12.0,3.6363636364
64.0,3.0,10.0,2.6363636364
64.0,2.5,12.0,2.8181818182
64.0,3.1666666667,14.0,3.0
64.0,2.5,13.0,3.3636363636
64.0,2.3529411765,11.0,3.3636363636
64.0,4.2777777778,11.0,3.9090909091
64.0,1.5,18.0,2.1818181818
64.0,2.3333333333,11.0,3.2727272727
64.0,3.5,9.0,3.6363636364
64.0,2.5,8.0,4.1818181818
64.0,1.0,12.0,2.0
64.0,0.8333333333,10.0,2.1818181818
64.0,0.6111111111,10.0,1.4545454545
64.0,3.7777777778,12.0,4.7272727273
64.0,0.2777777778,12.0,2.0909090909
65.0,3.7222222222,8.0,3.8181818182
65.0,2.8333333333,9.0,2.9090909091
65.0,1.0,11.0,2.4545454545
65.0,3.0555555556,12.0,3.0
65.0,1.7222222222,15.0,4.1818181818
65.0,2.3888888889,6.0,2.9090909091
65.0,1.7222222222,9.0,2.8
65.0,2.4444444444,10.0,3.7272727273
65.0,2.0555555556,14.0,2.0909090909
65.0,3.6666666667,10.0,3.3636363636
65.0,2.1111111111,13.0,3.3333333333
65.0,1.7222222222,13.0,2.8
65.0,4.7222222222,10.0,3.8181818182
65.0,2.0,6.0,3.2727272727
65.0,1.5,9.0,3.1818181818
65.0,1.8333333333,11.0,2.7272727273
65.0,4.5555555556,10.0,4.3636363636
65.0,2.8235294118,11.0,3.1818181818
65.0,1.6111111111,11.0,2.8333333333
65.0,3.2777777778,9.0,3.0
65.0,2.3888888889,11.0,2.7272727273
65.0,2.5555555556,11.0,3.1666666667
65.0,1.1111111111,9.0,3.7272727273
65.0,2.8888888889,9.0,3.5454545455
65.0,2.3333333333,9.0,2.4545454545
65.0,3.1111111111,10.0,2.7272727273
65.0,4.1666666667,12.0,3.7272727273
65.0,4.4444444444,7.0,3.8181818182
65.0,2.8888888889,8.0,4.2727272727
65.0,2.4705882353,7.0,2.0909090909
65.0,4.4444444444,8.0,3.8181818182
65.0,2.6666666667,10.0,3.4545454545
65.0,3.5,10.0,2.7272727273
65.0,2.9444444444,8.0,2.3636363636
65.0,1.0555555556,13.0,2.8333333333
65.0,3.4444444444,16.0,3.2727272727
65.0,1.8333333333,11.0,2.1818181818
65.0,1.2222222222,16.0,2.5
65.0,2.3333333333,12.0,2.8333333333
65.0,2.1111111111,12.0,2.8333333333
65.0,3.2777777778,14.0,4.0
65.0,1.6666666667,16.0,3.6363636364
65.0,2.6111111111,11.0,3.3636363636
65.0,3.3888888889,10.0,3.6666666667
65.0,2.7777777778,11.0,2.1818181818
65.0,2.3333333333,13.0,4.0
65.0,2.0555555556,13.0,3.6666666667
65.0,1.5,13.0,2.7272727273
65.0,1.4444444444,11.0,2.3636363636
65.0,2.3333333333,10.0,2.9090909091
65.0,2.6111111111,10.0,2.1818181818
65.0,2.2777777778,12.0,2.8333333333
65.0,3.6111111111,10.0,3.1666666667
65.0,2.8333333333,10.0,2.8181818182
65.0,1.8888888889,10.0,2.8181818182
65.0,0.6666666667,10.0,2.4545454545
65.0,1.4444444444,8.0,1.4545454545
65.0,2.0555555556,13.0,2.9090909091
65.0,1.7777777778,10.0,2.6
65.0,3.0555555556,9.0,3.1818181818
65.0,3.4375,15.0,2.7272727273
65.0,1.6111111111,12.0,3.2727272727
65.0,2.5,10.0,2.3636363636
65.0,1.9444444444,11.0,1.7272727273
65.0,1.7222222222,12.0,2.6363636364
65.0,3.2777777778,18.0,2.8181818182
65.0,3.0555555556,10.0,1.9090909091
65.0,4.1666666667,12.0,4.1818181818
65.0,2.1176470588,10.0,2.8181818182
65.0,2.8333333333,10.0,2.8181818182
65.0,4.2777777778,11.0,3.6363636364
65.0,2.0555555556,11.0,3.1818181818
65.0,1.7222222222,12.0,1.8181818182
65.0,2.3333333333,12.0,3.1818181818
66.0,1.4444444444,11.0,3.0909090909
66.0,3.4444444444,13.0,4.6666666667
66.0,3.5555555556,8.0,3.4545454545
66.0,3.1111111111,8.0,3.2727272727
66.0,3.8888888889,12.0,3.7272727273
66.0,3.7222222222,12.0,3.6363636364
66.0,3.5,12.0,3.3636363636
66.0,1.4444444444,10.0,1.7272727273
66.0,1.6111111111,10.0,2.6363636364
66.0,4.1111111111,10.0,2.5454545455
66.0,2.6666666667,11.0,2.0
66.0,1.9444444444,11.0,1.6363636364
66.0,3.3333333333,12.0,3.6363636364
66.0,2.5555555556,13.0,1.9090909091
66.0,2.5555555556,10.0,3.9090909091
66.0,2.2777777778,14.0,4.4545454545
66.0,3.5555555556,11.0,3.9090909091
66.0,0.8888888889,11.0,2.9090909091
66.0,4.0,11.0,4.0
66.0,2.9444444444,11.0,4.0
66.0,2.9444444444,12.0,3.2727272727
66.0,2.3888888889,10.0,3.9090909091
66.0,3.5294117647,12.0,3.0
66.0,3.1666666667,10.0,3.2727272727
66.0,3.0555555556,10.0,3.8181818182
66.0,3.7777777778,8.0,3.7272727273
66.0,4.3888888889,8.0,3.8181818182
66.0,2.0555555556,10.0,2.0
66.0,4.4444444444,10.0,3.1818181818
66.0,2.2777777778,10.0,3.2727272727
66.0,3.7777777778,11.0,3.8888888889
66.0,3.0555555556,12.0,2.7272727273
66.0,3.5555555556,12.0,1.5454545455
66.0,1.7777777778,11.0,3.9090909091
66.0,3.2222222222,10.0,3.0909090909
66.0,2.9444444444,11.0,2.7272727273
66.0,1.6666666667,11.0,2.8181818182
66.0,2.8888888889,10.0,3.4545454545
66.0,2.6666666667,12.0,1.9090909091
66.0,3.0,9.0,3.5
66.0,3.2777777778,12.0,3.8181818182
66.0,2.4444444444,8.0,4.3333333333
66.0,3.3888888889,10.0,3.1818181818
66.0,3.4444444444,11.0,3.3333333333
66.0,2.4,12.0,2.8333333333
66.0,3.5555555556,10.0,3.3636363636
66.0,2.8333333333,11.0,3.4545454545
66.0,4.1111111111,10.0,3.8181818182
66.0,2.5,11.0,1.7272727273
66.0,3.0,11.0,1.6666666667
66.0,3.6666666667,11.0,3.0909090909
66.0,2.7222222222,10.0,1.9090909091
66.0,3.5,12.0,3.4545454545
66.0,2.3333333333,8.0,3.3333333333
66.0,4.3888888889,7.0,4.5555555556
66.0,2.0,7.0,3.3636363636
66.0,3.8888888889,12.0,3.0909090909
66.0,4.5555555556,10.0,3.2727272727
66.0,2.8333333333,4.0,3.4545454545
66.0,1.4444444444,11.0,2.3333333333
66.0,2.8235294118,8.0,3.1666666667
66.0,2.3888888889,11.0,3.1818181818
67.0,2.4444444444,12.0,3.3636363636
67.0,1.8888888889,12.0,2.0
67.0,1.8888888889,12.0,2.2
67.0,2.2777777778,9.0,2.2727272727
67.0,2.9444444444,11.0,3.2727272727
67.0,3.3333333333,12.0,3.0
67.0,1.8333333333,13.0,3.6363636364
67.0,1.6666666667,10.0,2.1818181818
67.0,1.5555555556,12.0,2.8181818182
67.0,2.7222222222,13.0,3.6666666667
67.0,3.3333333333,13.0,3.9090909091
67.0,2.0555555556,13.0,2.0
67.0,2.9444444444,10.0,2.7272727273
67.0,3.1111111111,13.0,3.8333333333
67.0,3.0555555556,12.0,3.0909090909
67.0,3.2777777778,12.0,3.8181818182
67.0,3.4444444444,7.0,3.8181818182
67.0,3.1666666667,12.0,3.1818181818
67.0,3.6666666667,9.0,3.1818181818
67.0,1.9444444444,12.0,3.5454545455
67.0,3.0,14.0,3.1818181818
67.0,1.5,10.0,3.0
67.0,2.3333333333,10.0,2.8181818182
67.0,3.6111111111,7.0,4.3636363636
67.0,3.1111111111,9.0,3.6363636364
67.0,2.3333333333,11.0,3.0909090909
67.0,1.1111111111,12.0,2.5454545455
67.0,2.7777777778,16.0,4.0
67.0,3.6470588235,11.0,4.8181818182
67.0,2.6666666667,10.0,3.1818181818
67.0,4.0,14.0,3.2727272727
67.0,2.6111111111,11.0,3.5454545455
67.0,2.7222222222,11.0,2.1111111111
67.0,3.6666666667,11.0,4.8181818182
67.0,1.2777777778,10.0,2.3636363636
67.0,1.7222222222,14.0,2.8333333333
67.0,3.4444444444,12.0,3.0
67.0,2.9444444444,10.0,3.5454545455
67.0,3.5,12.0,3.1818181818
67.0,3.3333333333,12.0,3.6666666667
67.0,4.0555555556,12.0,4.5454545455
67.0,2.5555555556,12.0,2.3636363636
67.0,1.8888888889,14.0,1.0909090909
67.0,0.3888888889,14.0,1.0
67.0,2.2222222222,10.0,3.7272727273
67.0,1.8888888889,13.0,2.7272727273
67.0,2.5,8.0,2.9090909091
67.0,1.8823529412,9.0,2.7272727273
67.0,3.2222222222,12.0,3.0909090909
67.0,4.0555555556,11.0,3.8181818182
67.0,2.8333333333,14.0,2.0909090909
67.0,1.3333333333,11.0,2.0
67.0,3.0,7.0,3.0
67.0,4.0555555556,9.0,3.8181818182
67.0,3.9444444444,12.0,4.0909090909
67.0,1.6666666667,13.0,2.1818181818
67.0,3.8333333333,7.0,3.5454545455
67.0,3.0588235294,14.0,3.3333333333
67.0,2.2222222222,13.0,2.3636363636
67.0,1.8333333333,13.0,3.4545454545
67.0,1.5555555556,7.0,3.1818181818
67.0,2.6470588235,12.0,3.2727272727
67.0,3.5,14.0,2.8333333333
67.0,1.2222222222,16.0,2.6363636364
67.0,2.0588235294,7.0,2.9090909091
67.0,3.3333333333,12.0,3.8181818182
67.0,2.0555555556,12.0,2.9090909091
67.0,3.0555555556,15.0,4.1666666667
67.0,0.1111111111,17.0,1.3333333333
67.0,2.9444444444,8.0,3.6666666667
67.0,2.3888888889,12.0,3.6363636364
67.0,3.6111111111,11.0,4.5
67.0,4.3888888889,14.0,3.6666666667
67.0,4.2777777778,13.0,3.8333333333
67.0,0.9444444444,13.0,4.0
67.0,3.7777777778,13.0,3.7272727273
67.0,3.4444444444,13.0,3.0909090909
67.0,3.0555555556,16.0,3.6363636364
67.0,3.9444444444,7.0,3.2727272727
67.0,1.9444444444,12.0,2.8181818182
67.0,4.3888888889,12.0,4.8333333333
67.0,1.4444444444,12.0,2.2727272727
67.0,4.4444444444,10.0,3.0
67.0,2.7777777778,12.0,3.1
67.0,2.6111111111,8.0,3.6363636364
67.0,2.5555555556,11.0,2.5454545455
67.0,2.5555555556,8.0,4.0
67.0,4.0,10.0,3.6363636364
67.0,3.5,9.0,2.7272727273
67.0,3.4444444444,8.0,3.0
67.0,3.2222222222,18.0,3.9090909091
67.0,3.5,10.0,1.2727272727
67.0,3.1666666667,14.0,3.3636363636
67.0,3.0,9.0,2.8181818182
68.0,2.7222222222,9.0,3.7272727273
68.0,2.7222222222,10.0,3.1666666667
68.0,2.8333333333,7.0,3.4545454545
68.0,3.1666666667,11.0,3.3
68.0,3.7222222222,10.0,2.8333333333
68.0,3.7777777778,11.0,3.9090909091
68.0,3.7222222222,11.0,3.1818181818
68.0,3.7777777778,10.0,4.0909090909
68.0,3.8333333333,12.0,5.0
68.0,4.5555555556,8.0,4.3636363636
68.0,4.0555555556,8.0,4.0
68.0,3.7222222222,9.0,3.9090909091
68.0,3.5555555556,10.0,4.3636363636
68.0,3.6666666667,10.0,4.1666666667
68.0,3.6666666667,11.0,3.1818181818
68.0,3.3333333333,8.0,4.3636363636
68.0,3.6111111111,16.0,4.1
68.0,2.5,7.0,3.4545454545
68.0,2.0,11.0,3.7272727273
68.0,2.2222222222,10.0,3.8181818182
68.0,2.7777777778,8.0,1.7272727273
68.0,3.4444444444,10.0,3.3636363636
68.0,2.9444444444,10.0,4.4
68.0,4.0555555556,12.0,3.7272727273
68.0,0.5,8.0,2.8333333333
68.0,2.2777777778,10.0,2.5454545455
68.0,1.8333333333,11.0,2.6666666667
68.0,4.8333333333,8.0,4.8333333333
68.0,3.1111111111,10.0,3.6363636364
68.0,3.7222222222,6.0,4.0909090909
68.0,3.6666666667,11.0,4.0
68.0,1.3888888889,9.0,3.1818181818
68.0,4.2222222222,8.0,4.0
68.0,1.3888888889,9.0,4.0
68.0,3.4444444444,10.0,3.8333333333
68.0,2.3888888889,11.0,3.3333333333
68.0,2.6111111111,9.0,4.3636363636
68.0,3.6666666667,10.0,3.8181818182
68.0,4.5,10.0,4.0909090909
68.0,3.2222222222,8.0,3.2727272727
68.0,3.1666666667,11.0,3.1666666667
68.0,3.8888888889,11.0,4.2727272727
68.0,3.6111111111,8.0,3.9090909091
68.0,3.8333333333,7.0,3.3636363636
69.0,3.9444444444,9.0,3.9090909091
69.0,0.7222222222,9.0,3.1818181818
69.0,4.0555555556,8.0,4.6363636364
69.0,3.9444444444,8.0,3.6363636364
69.0,2.6666666667,12.0,3.2727272727
69.0,2.0,8.0,3.1666666667
69.0,3.0,10.0,3.4545454545
69.0,1.3888888889,9.0,3.6
69.0,2.3333333333,8.0,3.2727272727
69.0,3.5555555556,8.0,3.6666666667
69.0,3.6111111111,8.0,4.0909090909
69.0,3.8333333333,14.0,4.1666666667
69.0,3.0555555556,10.0,3.5454545455
69.0,1.8888888889,10.0,2.0
69.0,3.2222222222,11.0,3.6363636364
69.0,1.8888888889,8.0,3.2727272727
69.0,3.3888888889,9.0,4.0
69.0,3.2222222222,7.0,3.9090909091
69.0,3.8333333333,10.0,5.0
69.0,2.6666666667,9.0,3.0
69.0,4.1666666667,11.0,3.2727272727
69.0,2.7777777778,12.0,3.75
69.0,2.4444444444,9.0,3.7272727273
69.0,2.6111111111,9.0,3.1818181818
69.0,3.9444444444,8.0,3.8181818182
69.0,2.8888888889,9.0,2.5454545455
69.0,2.3888888889,8.0,3.8181818182
69.0,3.5,8.0,3.7272727273
69.0,2.7777777778,9.0,3.1666666667
69.0,4.2777777778,12.0,3.8333333333
69.0,4.0555555556,9.0,4.0
69.0,2.6111111111,8.0,3.7272727273
69.0,3.4444444444,10.0,4.0
70.0,3.8333333333,9.0,3.8333333333
